,hyperparameters,trial_id,parent_study_id
1522,"{'max_depth': 11, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 102, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0, 'min_child_weight': 40, 'learn_rate': 0.0703378158163356}",model_20210922-054847-0cee9750ba-9d2d7d2e70,model_20210922-054847-0cee9750ba
1523,"{'base_score': 0.5, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'max_depth': 10, 'min_child_weight': 49, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.09541488856714714, 'subsample_ratio': 1.0, 'max_count': 224}",model_20210922-054847-0cee9750ba-88dd3e4037,model_20210922-054847-0cee9750ba
1524,"{'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 59, 'learn_rate': 0.05102081679889335, 'max_count': 196, 'max_depth': 10, 'base_score': 0.5, 'l2_regularization': 1.0, 'tree_method': 'auto'}",model_20210922-054847-0cee9750ba-f3a7c1c617,model_20210922-054847-0cee9750ba
1525,"{'learn_rate': 0.06926470358758424, 'base_score': 0.5, 'monotone_constraints': '(0)', 'min_child_weight': 60, 'tree_method': 'auto', 'max_depth': 12, 'max_count': 248, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0}",model_20210922-054847-0cee9750ba-053953f30f,model_20210922-054847-0cee9750ba
1526,"{'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 69, 'max_depth': 11, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'learn_rate': 0.075340025351954, 'max_count': 396}",model_20210922-054605-ec1f126c02-e8b75eb993,model_20210922-054605-ec1f126c02
1527,"{'max_count': 259, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'subsample_ratio': 1.0, 'learn_rate': 0.09585927672729647, 'monotone_constraints': '(0)', 'min_child_weight': 44}",model_20210922-054605-ec1f126c02-31c8727e91,model_20210922-054605-ec1f126c02
1528,"{'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_depth': 10, 'base_score': 0.5, 'monotone_constraints': '(0)', 'min_child_weight': 51, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'learn_rate': 0.05088470191998815, 'max_count': 142}",model_20210922-054605-ec1f126c02-b21c54d9dc,model_20210922-054605-ec1f126c02
1529,"{'learn_rate': 0.061764079561136866, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 30, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_count': 323, 'tree_method': 'auto', 'max_depth': 11, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'maxCategories': -2}",model_20210922-054605-ec1f126c02-354ad3a2f2,model_20210922-054605-ec1f126c02
1530,"{'column_sample_by_level': 1.0, 'tree_method': 'auto', 'max_depth': 12, 'max_count': 189, 'l2_regularization': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'min_child_weight': 58, 'subsample_ratio': 1.0, 'learn_rate': 0.08111245426339134}",model_20210922-054605-ec1f126c02-fd4048be32,model_20210922-054605-ec1f126c02
1531,"{'min_child_weight': 70, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.07607482136706273, 'max_count': 398}",model_20210922-054605-ec1f126c02-f8777e50ac,model_20210922-054605-ec1f126c02
1532,"{'learn_rate': 0.07456847192492666, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_count': 348, 'column_sample_by_level': 1.0, 'min_child_weight': 69, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_tree': 1.0}",model_20210922-054605-ec1f126c02-304c010a82,model_20210922-054605-ec1f126c02
1533,"{'monotone_constraints': '(0)', 'max_count': 399, 'learn_rate': 0.07456777167423267, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'l2_regularization': 1.0, 'min_child_weight': 38}",model_20210922-054605-ec1f126c02-cf0c0da494,model_20210922-054605-ec1f126c02
1534,"{'column_sample_by_tree': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'max_count': 314, 'learn_rate': 0.07461342715860603, 'min_child_weight': 68, 'max_depth': 10}",model_20210920-165113-73b712404f-3ea80cb147,model_20210920-165113-73b712404f
1535,"{'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_count': 165, 'min_child_weight': 35, 'l2_regularization': 1.0, 'learn_rate': 0.06004444446276489, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0}",model_20210920-165113-73b712404f-390f375292,model_20210920-165113-73b712404f
1536,"{'max_count': 227, 'min_child_weight': 56, 'learn_rate': 0.05445331289786087, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_depth': 12, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5}",model_20210920-165113-73b712404f-50cc6306df,model_20210920-165113-73b712404f
1537,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.09343015709841127, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'max_count': 126, 'max_depth': 11, 'min_child_weight': 44}",model_20210920-165113-73b712404f-08e7b01cb4,model_20210920-165113-73b712404f
1538,"{'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'learn_rate': 0.08447873023561223, 'max_count': 361, 'min_child_weight': 49, 'max_depth': 12, 'base_score': 0.5, 'tree_method': 'auto', 'column_sample_by_tree': 1.0}",model_20210920-165113-73b712404f-fb60a141ac,model_20210920-165113-73b712404f
1539,"{'max_count': 379, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'tree_method': 'auto', 'min_child_weight': 59, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'learn_rate': 0.05088661400827328, 'max_depth': 12, 'column_sample_by_level': 1.0}",model_20210920-165113-73b712404f-600982a295,model_20210920-165113-73b712404f
1540,"{'column_sample_by_tree': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'max_count': 391, 'subsample_ratio': 1.0, 'max_depth': 12, 'min_child_weight': 59, 'column_sample_by_level': 1.0, 'learn_rate': 0.05303794897944197, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'maxCategories': -2}",model_20210920-165113-73b712404f-224bbabd63,model_20210920-165113-73b712404f
1541,"{'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.08491378890824866, 'min_child_weight': 53, 'tree_method': 'auto', 'max_depth': 10, 'max_count': 388, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_level': 1.0}",model_20210920-165051-bbfca33576-7b123cc8ef,model_20210920-165051-bbfca33576
1542,"{'max_count': 339, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 38, 'base_score': 0.5, 'learn_rate': 0.06660719730776415, 'max_depth': 11, 'subsample_ratio': 1.0}",model_20210920-165051-bbfca33576-c11a2abd62,model_20210920-165051-bbfca33576
1543,"{'monotone_constraints': '(0)', 'learn_rate': 0.061842774061718335, 'max_depth': 12, 'l2_regularization': 1.0, 'tree_method': 'auto', 'max_count': 105, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'min_child_weight': 56}",model_20210920-165051-bbfca33576-2279b62852,model_20210920-165051-bbfca33576
1544,"{'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_depth': 11, 'max_count': 228, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 66, 'tree_method': 'auto', 'learn_rate': 0.09997635634695153, 'monotone_constraints': '(0)'}",model_20210920-165051-bbfca33576-18a07d007f,model_20210920-165051-bbfca33576
1545,"{'max_count': 187, 'tree_method': 'auto', 'max_depth': 10, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 45, 'learn_rate': 0.05534675127079872, 'base_score': 0.5, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0}",model_20210920-165051-bbfca33576-b8a934e1fe,model_20210920-165051-bbfca33576
1546,"{'subsample_ratio': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 31, 'max_depth': 12, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'max_count': 243, 'column_sample_by_tree': 1.0, 'learn_rate': 0.07914223567963713, 'tree_method': 'auto'}",model_20210920-165051-bbfca33576-3f952b14d2,model_20210920-165051-bbfca33576
1547,"{'column_sample_by_tree': 1.0, 'max_count': 134, 'monotone_constraints': '(0)', 'min_child_weight': 64, 'learn_rate': 0.051234408507311695, 'tree_method': 'auto', 'base_score': 0.5, 'max_depth': 12, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0}",model_20210920-165051-bbfca33576-7d4aeb45d3,model_20210920-165051-bbfca33576
1548,"{'min_child_weight': 58, 'tree_method': 'auto', 'base_score': 0.5, 'max_count': 379, 'learn_rate': 0.09854297020393937, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_depth': 12, 'maxCategories': -2}",model_20210920-165046-5b7450ff9b-e4717f7713,model_20210920-165046-5b7450ff9b
1549,"{'max_depth': 11, 'l2_regularization': 1.0, 'min_child_weight': 66, 'base_score': 0.5, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_count': 102, 'learn_rate': 0.08664464108727653, 'subsample_ratio': 1.0, 'loss': 'none'}",model_20210920-165046-5b7450ff9b-9f5f7bfe91,model_20210920-165046-5b7450ff9b
1550,"{'column_sample_by_tree': 1.0, 'min_child_weight': 41, 'max_depth': 12, 'max_count': 243, 'subsample_ratio': 1.0, 'learn_rate': 0.05866769255412934, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5}",model_20210920-165046-5b7450ff9b-56262638f9,model_20210920-165046-5b7450ff9b
1551,"{'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'max_count': 216, 'tree_method': 'auto', 'base_score': 0.5, 'l2_regularization': 1.0, 'learn_rate': 0.05434946892956858, 'max_depth': 10, 'min_child_weight': 49, 'column_sample_by_tree': 1.0}",model_20210920-165046-5b7450ff9b-fe51513088,model_20210920-165046-5b7450ff9b
1552,"{'min_child_weight': 34, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.07354919714009568, 'max_depth': 11, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'max_count': 333, 'subsample_ratio': 1.0, 'base_score': 0.5}",model_20210920-165046-5b7450ff9b-0335ab5929,model_20210920-165046-5b7450ff9b
1553,"{'l2_regularization': 1.0, 'max_depth': 12, 'learn_rate': 0.05010549045389528, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'min_child_weight': 54, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'max_count': 326}",model_20210920-165046-5b7450ff9b-b25c9eb12b,model_20210920-165046-5b7450ff9b
1554,"{'learn_rate': 0.05434643172882723, 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 69, 'max_depth': 12, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'max_count': 393, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'loss': 'none'}",model_20210920-165046-5b7450ff9b-dd56f8fc96,model_20210920-165046-5b7450ff9b
1555,"{'max_depth': 12, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'subsample_ratio': 1.0, 'learn_rate': 0.06767099659580887, 'max_count': 125, 'base_score': 0.5, 'min_child_weight': 50, 'l2_regularization': 1.0}",model_20210920-165029-30944e9a18-8450438e9d,model_20210920-165029-30944e9a18
1556,"{'max_count': 224, 'max_depth': 10, 'learn_rate': 0.07803373316719324, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'min_child_weight': 36, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0}",model_20210920-165029-30944e9a18-893afc6902,model_20210920-165029-30944e9a18
1557,"{'monotone_constraints': '(0)', 'learn_rate': 0.054718765260705994, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'max_count': 203, 'min_child_weight': 68, 'max_depth': 11, 'base_score': 0.5}",model_20210920-165029-30944e9a18-cd2433f66e,model_20210920-165029-30944e9a18
1558,"{'max_count': 373, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.05774051425070706, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'max_depth': 11, 'min_child_weight': 46, 'base_score': 0.5}",model_20210920-165029-30944e9a18-b5e2f01b04,model_20210920-165029-30944e9a18
1559,"{'base_score': 0.5, 'max_depth': 11, 'monotone_constraints': '(0)', 'min_child_weight': 55, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'learn_rate': 0.09900298505791821, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 332}",model_20210920-165029-30944e9a18-b4d2936a33,model_20210920-165029-30944e9a18
1560,"{'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.086731343723362, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'min_child_weight': 33, 'max_count': 338, 'max_depth': 10, 'monotone_constraints': '(0)'}",model_20210920-165029-30944e9a18-da249babe4,model_20210920-165029-30944e9a18
1561,"{'l2_regularization': 1.0, 'min_child_weight': 69, 'max_depth': 11, 'column_sample_by_level': 1.0, 'learn_rate': 0.09686740750393699, 'base_score': 0.5, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'max_count': 340}",model_20210920-165029-30944e9a18-7569e608c6,model_20210920-165029-30944e9a18
1562,"{'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_count': 213, 'learn_rate': 0.05020372601477487, 'base_score': 0.5, 'min_child_weight': 50, 'max_depth': 10, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0}",model_20210920-164907-70a00e7cf9-7fcfa557a8,model_20210920-164907-70a00e7cf9
1563,"{'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'learn_rate': 0.09860369734832963, 'l2_regularization': 1.0, 'max_depth': 11, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'max_count': 158, 'monotone_constraints': '(0)', 'min_child_weight': 40}",model_20210920-164907-70a00e7cf9-f5c65de1fc,model_20210920-164907-70a00e7cf9
1564,"{'min_child_weight': 59, 'learn_rate': 0.0733021458106544, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'max_count': 265, 'tree_method': 'auto', 'max_depth': 12}",model_20210920-164907-70a00e7cf9-f57ee41d24,model_20210920-164907-70a00e7cf9
1565,"{'max_depth': 10, 'learn_rate': 0.08034316336279648, 'base_score': 0.5, 'max_count': 314, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 66, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0}",model_20210920-164907-70a00e7cf9-93b4657102,model_20210920-164907-70a00e7cf9
1566,"{'tree_method': 'auto', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'max_count': 373, 'min_child_weight': 36, 'learn_rate': 0.06308246323489987, 'max_depth': 11, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5}",model_20210920-164907-70a00e7cf9-f6c625d296,model_20210920-164907-70a00e7cf9
1567,"{'column_sample_by_level': 1.0, 'learn_rate': 0.08713204234425656, 'max_count': 255, 'min_child_weight': 68, 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'l2_regularization': 1.0, 'max_depth': 12}",model_20210920-164907-70a00e7cf9-82965da736,model_20210920-164907-70a00e7cf9
1568,"{'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'learn_rate': 0.06618334904906138, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'min_child_weight': 59, 'subsample_ratio': 1.0, 'max_count': 241, 'l2_regularization': 1.0, 'max_depth': 12, 'base_score': 0.5}",model_20210920-164907-70a00e7cf9-b32d039eb0,model_20210920-164907-70a00e7cf9
1569,"{'max_count': 257, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'min_child_weight': 70, 'base_score': 0.5, 'tree_method': 'auto', 'l2_regularization': 1.0, 'learn_rate': 0.07477873183252191, 'max_depth': 11, 'maxCategories': -2}",model_20210920-163807-483ea68a2a-18b2c658e8,model_20210920-163807-483ea68a2a
1570,"{'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'max_count': 395, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'learn_rate': 0.08543671527524861, 'l2_regularization': 1.0, 'min_child_weight': 46, 'monotone_constraints': '(0)', 'base_score': 0.5}",model_20210920-163807-483ea68a2a-e06e8b4f60,model_20210920-163807-483ea68a2a
1571,"{'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'max_depth': 10, 'l2_regularization': 1.0, 'learn_rate': 0.06586949308674372, 'max_count': 129, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_level': 1.0, 'min_child_weight': 34}",model_20210920-163807-483ea68a2a-99403b6854,model_20210920-163807-483ea68a2a
1572,"{'monotone_constraints': '(0)', 'learn_rate': 0.050198468767983395, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'max_count': 300, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'min_child_weight': 48}",model_20210920-163807-483ea68a2a-b1892d685c,model_20210920-163807-483ea68a2a
1573,"{'l2_regularization': 1.0, 'base_score': 0.5, 'min_child_weight': 57, 'max_depth': 12, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_count': 213, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'learn_rate': 0.09858727834098806, 'column_sample_by_tree': 1.0}",model_20210920-163807-483ea68a2a-ae0d5b2887,model_20210920-163807-483ea68a2a
1574,"{'max_count': 101, 'tree_method': 'auto', 'learn_rate': 0.09599819177204046, 'min_child_weight': 42, 'base_score': 0.5, 'subsample_ratio': 1.0, 'max_depth': 11, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0}",model_20210920-163807-483ea68a2a-d94d47ec40,model_20210920-163807-483ea68a2a
1575,"{'subsample_ratio': 1.0, 'min_child_weight': 57, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_depth': 11, 'tree_method': 'auto', 'max_count': 107, 'base_score': 0.5, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.0628813413623342}",model_20210920-163807-483ea68a2a-82e4f59476,model_20210920-163807-483ea68a2a
1576,"{'tree_method': 'auto', 'max_depth': 12, 'learn_rate': 0.097169925676012, 'column_sample_by_level': 1.0, 'max_count': 288, 'min_child_weight': 60, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0}",model_20210920-163807-483ea68a2a-7dd66edd1e,model_20210920-163807-483ea68a2a
1577,"{'max_depth': 11, 'subsample_ratio': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'max_count': 388, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'min_child_weight': 40, 'learn_rate': 0.07329033188862655, 'monotone_constraints': '(0)'}",model_20210920-163534-6503d526fc-f9b4977a33,model_20210920-163534-6503d526fc
1578,"{'learn_rate': 0.05348790560283222, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0, 'max_count': 149, 'max_depth': 12, 'min_child_weight': 46}",model_20210920-163534-6503d526fc-bc472a0002,model_20210920-163534-6503d526fc
1579,"{'column_sample_by_tree': 1.0, 'learn_rate': 0.0991857683738029, 'column_sample_by_level': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'max_count': 312, 'tree_method': 'auto', 'min_child_weight': 58, 'l2_regularization': 1.0}",model_20210920-163534-6503d526fc-177c00a258,model_20210920-163534-6503d526fc
1580,"{'subsample_ratio': 1.0, 'learn_rate': 0.0788665281559029, 'tree_method': 'auto', 'min_child_weight': 33, 'monotone_constraints': '(0)', 'max_depth': 10, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'max_count': 209, 'maxCategories': -2}",model_20210920-163534-6503d526fc-a422af70dd,model_20210920-163534-6503d526fc
1581,"{'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'max_depth': 11, 'base_score': 0.5, 'max_count': 261, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'learn_rate': 0.06418115198079119, 'min_child_weight': 69}",model_20210920-163534-6503d526fc-9cd4a7c106,model_20210920-163534-6503d526fc
1582,"{'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.05703779541593688, 'min_child_weight': 70, 'base_score': 0.5, 'max_depth': 12, 'max_count': 293}",model_20210920-163534-6503d526fc-411f69fbc9,model_20210920-163534-6503d526fc
1583,"{'learn_rate': 0.05062254070178009, 'max_count': 296, 'max_depth': 12, 'column_sample_by_level': 1.0, 'min_child_weight': 68, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'monotone_constraints': '(0)'}",model_20210920-163534-6503d526fc-eca9747e0a,model_20210920-163534-6503d526fc
1584,"{'min_child_weight': 51, 'monotone_constraints': '(0)', 'max_count': 370, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'learn_rate': 0.09047184270057317, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_depth': 11, 'base_score': 0.5}",model_20210920-163322-a3bf2d6c62-1c499547ec,model_20210920-163322-a3bf2d6c62
1585,"{'column_sample_by_tree': 1.0, 'max_count': 224, 'base_score': 0.5, 'learn_rate': 0.07561622841748605, 'tree_method': 'auto', 'max_depth': 12, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'min_child_weight': 31, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0}",model_20210920-163322-a3bf2d6c62-1912cf1c34,model_20210920-163322-a3bf2d6c62
1586,"{'max_depth': 11, 'min_child_weight': 69, 'tree_method': 'auto', 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'learn_rate': 0.0803729152245062, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_count': 197, 'subsample_ratio': 1.0, 'maxCategories': -2}",model_20210920-163322-a3bf2d6c62-c94e1ceb8a,model_20210920-163322-a3bf2d6c62
1587,"{'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'max_depth': 11, 'monotone_constraints': '(0)', 'min_child_weight': 61, 'l2_regularization': 1.0, 'tree_method': 'auto', 'max_count': 336, 'base_score': 0.5, 'subsample_ratio': 1.0, 'learn_rate': 0.05840281568594354}",model_20210920-163322-a3bf2d6c62-8ce1f1dbc9,model_20210920-163322-a3bf2d6c62
1588,"{'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'max_count': 116, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'max_depth': 10, 'base_score': 0.5, 'monotone_constraints': '(0)', 'min_child_weight': 42, 'column_sample_by_tree': 1.0, 'learn_rate': 0.054860090264063854}",model_20210920-163322-a3bf2d6c62-6b79912136,model_20210920-163322-a3bf2d6c62
1589,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.052380889768699215, 'max_depth': 12, 'l2_regularization': 1.0, 'min_child_weight': 35, 'max_count': 171, 'loss': 'none'}",model_20210920-163322-a3bf2d6c62-b83eb579c3,model_20210920-163322-a3bf2d6c62
1590,"{'max_count': 134, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_depth': 12, 'l2_regularization': 1.0, 'base_score': 0.5, 'learn_rate': 0.05051255203530145, 'column_sample_by_tree': 1.0, 'min_child_weight': 60}",model_20210920-163322-a3bf2d6c62-d33eb143fd,model_20210920-163322-a3bf2d6c62
1591,"{'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_count': 156, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'learn_rate': 0.07824996292069349, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'min_child_weight': 60}",model_20210919-164810-ab3005f100-3a7cdc4dda,model_20210919-164810-ab3005f100
1592,"{'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'min_child_weight': 41, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'max_depth': 11, 'max_count': 172, 'column_sample_by_tree': 1.0, 'learn_rate': 0.05652545142112925}",model_20210919-164810-ab3005f100-6e448419d0,model_20210919-164810-ab3005f100
