,hyperparameters,trial_id,parent_study_id
64,"{'min_child_weight': 54, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.0998439162128943, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_count': 246, 'l2_regularization': 1.0}",model_20211019-134614-272c95f184-b9062d6c99,model_20211019-134614-272c95f184
65,"{'subsample_ratio': 1.0, 'base_score': 0.5, 'learn_rate': 0.0608212934011405, 'min_child_weight': 67, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_count': 334, 'monotone_constraints': '(0)'}",model_20211019-134614-272c95f184-3e76751640,model_20211019-134614-272c95f184
66,"{'tree_method': 'auto', 'max_depth': 11, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 35, 'column_sample_by_level': 1.0, 'max_count': 211, 'base_score': 0.5, 'l2_regularization': 1.0, 'learn_rate': 0.07656050674295084, 'monotone_constraints': '(0)'}",model_20211019-134614-272c95f184-b34ae4064c,model_20211019-134614-272c95f184
67,"{'min_child_weight': 39, 'learn_rate': 0.06623643133014818, 'base_score': 0.5, 'max_count': 361, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_depth': 11, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0}",model_20211019-134614-272c95f184-a7da60dbb8,model_20211019-134614-272c95f184
68,"{'column_sample_by_tree': 1.0, 'max_depth': 10, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'learn_rate': 0.05141063231554119, 'tree_method': 'auto', 'max_count': 116, 'min_child_weight': 56, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0}",model_20211019-134614-272c95f184-543820cee7,model_20211019-134614-272c95f184
69,"{'base_score': 0.5, 'column_sample_by_tree': 1.0, 'min_child_weight': 54, 'learn_rate': 0.0522708171903614, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'max_count': 281, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 12}",model_20211019-134614-272c95f184-f29286cdb1,model_20211019-134614-272c95f184
70,"{'max_depth': 12, 'max_count': 366, 'min_child_weight': 67, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.09570906644779502, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'tree_method': 'auto', 'base_score': 0.5}",model_20211019-134614-272c95f184-b50d8dd34c,model_20211019-134614-272c95f184
71,"{'max_count': 165, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 48, 'base_score': 0.5, 'learn_rate': 0.08861207351908573, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_depth': 11, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0}",model_20211019-134126-df4ef9bf38-3d54b4ef8d,model_20211019-134126-df4ef9bf38
72,"{'learn_rate': 0.0552417334731792, 'subsample_ratio': 1.0, 'min_child_weight': 32, 'tree_method': 'auto', 'base_score': 0.5, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_count': 245, 'max_depth': 11}",model_20211019-134126-df4ef9bf38-7c7535dd07,model_20211019-134126-df4ef9bf38
73,"{'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.06633987506565209, 'max_count': 312, 'column_sample_by_tree': 1.0, 'max_depth': 10, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'min_child_weight': 61, 'subsample_ratio': 1.0, 'base_score': 0.5}",model_20211019-134126-df4ef9bf38-3c4081501c,model_20211019-134126-df4ef9bf38
74,"{'monotone_constraints': '(0)', 'max_count': 118, 'learn_rate': 0.060339395005268436, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'min_child_weight': 70, 'base_score': 0.5}",model_20211019-134126-df4ef9bf38-ac0911ab14,model_20211019-134126-df4ef9bf38
75,"{'learn_rate': 0.07654578168471517, 'column_sample_by_level': 1.0, 'max_count': 356, 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 45, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'l2_regularization': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)'}",model_20211019-134126-df4ef9bf38-6608190902,model_20211019-134126-df4ef9bf38
76,"{'max_count': 358, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.054725035171060435, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'max_depth': 11, 'tree_method': 'auto', 'min_child_weight': 52, 'column_sample_by_level': 1.0}",model_20211019-134126-df4ef9bf38-6cebbc1200,model_20211019-134126-df4ef9bf38
77,"{'column_sample_by_level': 1.0, 'min_child_weight': 45, 'base_score': 0.5, 'l2_regularization': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.09571001523982613, 'max_depth': 11, 'max_count': 126}",model_20211019-134126-df4ef9bf38-6dbb4b73e9,model_20211019-134126-df4ef9bf38
78,"{'base_score': 0.5, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.07593707854840269, 'min_child_weight': 35, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'max_depth': 12, 'column_sample_by_tree': 1.0, 'max_count': 295, 'column_sample_by_level': 1.0}",model_20211019-134126-df4ef9bf38-bb17516dcf,model_20211019-134126-df4ef9bf38
79,"{'l2_regularization': 1.0, 'learn_rate': 0.09687182695528608, 'max_count': 163, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 39, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 11}",model_20211019-133802-4cc0c6ed1c-b9da88737f,model_20211019-133802-4cc0c6ed1c
80,"{'tree_method': 'auto', 'column_sample_by_level': 1.0, 'learn_rate': 0.057561380562263495, 'max_depth': 10, 'min_child_weight': 31, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_count': 306, 'l2_regularization': 1.0}",model_20211019-133802-4cc0c6ed1c-3429d2c70f,model_20211019-133802-4cc0c6ed1c
81,"{'min_child_weight': 64, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_count': 128, 'subsample_ratio': 1.0, 'max_depth': 11, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.05022057039016932, 'tree_method': 'auto'}",model_20211019-133802-4cc0c6ed1c-8114a0f0e5,model_20211019-133802-4cc0c6ed1c
82,"{'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'max_depth': 11, 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 60, 'l2_regularization': 1.0, 'learn_rate': 0.08310953953674786, 'tree_method': 'auto', 'max_count': 220}",model_20211019-133802-4cc0c6ed1c-fff3223d83,model_20211019-133802-4cc0c6ed1c
83,"{'min_child_weight': 52, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_count': 352, 'l2_regularization': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'learn_rate': 0.07199611323920353, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20211019-133802-4cc0c6ed1c-26e2b1a0d1,model_20211019-133802-4cc0c6ed1c
84,"{'base_score': 0.5, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 12, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 63, 'column_sample_by_level': 1.0, 'max_count': 197, 'monotone_constraints': '(0)', 'learn_rate': 0.06863848049719903}",model_20211019-133802-4cc0c6ed1c-0dbc6ab2e1,model_20211019-133802-4cc0c6ed1c
85,"{'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.0704176789742549, 'min_child_weight': 59, 'monotone_constraints': '(0)', 'max_count': 366, 'max_depth': 12, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'tree_method': 'auto'}",model_20211019-133802-4cc0c6ed1c-e96803ce71,model_20211019-133802-4cc0c6ed1c
86,"{'tree_method': 'auto', 'max_count': 211, 'column_sample_by_level': 1.0, 'max_depth': 10, 'l2_regularization': 1.0, 'learn_rate': 0.06032286806440503, 'monotone_constraints': '(0)', 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 59}",model_20211019-133446-27a4c0eb6c-756417d5ba,model_20211019-133446-27a4c0eb6c
87,"{'max_depth': 11, 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'min_child_weight': 30, 'tree_method': 'auto', 'base_score': 0.5, 'l2_regularization': 1.0, 'max_count': 372, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.07128575786144684}",model_20211019-133446-27a4c0eb6c-180ce814f6,model_20211019-133446-27a4c0eb6c
88,"{'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.08436632549207712, 'l2_regularization': 1.0, 'max_count': 122, 'base_score': 0.5, 'max_depth': 11, 'monotone_constraints': '(0)', 'min_child_weight': 42, 'column_sample_by_tree': 1.0, 'tree_method': 'auto'}",model_20211019-133446-27a4c0eb6c-a9fde30003,model_20211019-133446-27a4c0eb6c
89,"{'column_sample_by_level': 1.0, 'learn_rate': 0.09260327035781607, 'l2_regularization': 1.0, 'max_count': 312, 'min_child_weight': 50, 'base_score': 0.5, 'max_depth': 12, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto'}",model_20211019-133446-27a4c0eb6c-3f6f673f4b,model_20211019-133446-27a4c0eb6c
90,"{'column_sample_by_level': 1.0, 'max_depth': 11, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 64, 'base_score': 0.5, 'learn_rate': 0.05536819833150044, 'max_count': 236}",model_20211019-133446-27a4c0eb6c-b2d3c34b5d,model_20211019-133446-27a4c0eb6c
91,"{'base_score': 0.5, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 69, 'max_depth': 12, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'max_count': 323, 'learn_rate': 0.0989545827631095}",model_20211019-133446-27a4c0eb6c-dc1c7313a8,model_20211019-133446-27a4c0eb6c
92,"{'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 66, 'max_count': 287, 'learn_rate': 0.09905068144034988, 'base_score': 0.5, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_depth': 12, 'tree_method': 'auto'}",model_20211019-133446-27a4c0eb6c-79062e5452,model_20211019-133446-27a4c0eb6c
93,"{'min_child_weight': 35, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'max_depth': 10, 'subsample_ratio': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'max_count': 259, 'column_sample_by_level': 1.0, 'learn_rate': 0.07723622589847258, 'maxCategories': -2}",model_20211019-061349-c624eb9602-8bccbe6f95,model_20211019-061349-c624eb9602
94,"{'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'max_count': 399, 'tree_method': 'auto', 'l2_regularization': 1.0, 'max_depth': 12, 'min_child_weight': 49, 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.07545746884580812}",model_20211019-061349-c624eb9602-248366836c,model_20211019-061349-c624eb9602
95,"{'monotone_constraints': '(0)', 'learn_rate': 0.08862990944899472, 'base_score': 0.5, 'min_child_weight': 61, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'max_count': 168, 'subsample_ratio': 1.0, 'max_depth': 11}",model_20211019-061349-c624eb9602-4a3ee118fa,model_20211019-061349-c624eb9602
96,"{'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'min_child_weight': 63, 'monotone_constraints': '(0)', 'learn_rate': 0.050361802418105645, 'l2_regularization': 1.0, 'max_depth': 10, 'max_count': 322, 'base_score': 0.5, 'column_sample_by_level': 1.0}",model_20211019-061349-c624eb9602-285de4c22e,model_20211019-061349-c624eb9602
97,"{'min_child_weight': 42, 'column_sample_by_level': 1.0, 'max_count': 144, 'subsample_ratio': 1.0, 'learn_rate': 0.062202493927081916, 'max_depth': 11, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'base_score': 0.5}",model_20211019-061349-c624eb9602-7b25518d40,model_20211019-061349-c624eb9602
98,"{'tree_method': 'auto', 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 397, 'learn_rate': 0.09308299253568282, 'l2_regularization': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0, 'min_child_weight': 49}",model_20211019-061349-c624eb9602-033881d081,model_20211019-061349-c624eb9602
99,"{'column_sample_by_tree': 1.0, 'min_child_weight': 61, 'max_count': 396, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.09923917711681185, 'base_score': 0.5, 'max_depth': 11, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'maxCategories': -2}",model_20211019-061349-c624eb9602-538d6cb63e,model_20211019-061349-c624eb9602
100,"{'base_score': 0.5, 'learn_rate': 0.0899841588361404, 'max_count': 221, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'min_child_weight': 70, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'l2_regularization': 1.0, 'tree_method': 'auto', 'subsample_ratio': 1.0}",model_20211019-061005-03ae8dfb25-9a4a1f3437,model_20211019-061005-03ae8dfb25
101,"{'learn_rate': 0.07543371674321558, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'max_count': 392, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'min_child_weight': 52, 'base_score': 0.5, 'subsample_ratio': 1.0}",model_20211019-061005-03ae8dfb25-6fbf6a82d4,model_20211019-061005-03ae8dfb25
102,"{'max_count': 197, 'l2_regularization': 1.0, 'min_child_weight': 59, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'max_depth': 11, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'learn_rate': 0.05250307734916219}",model_20211019-061005-03ae8dfb25-4a2ffc67e8,model_20211019-061005-03ae8dfb25
103,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.08081550426491013, 'min_child_weight': 40, 'tree_method': 'auto', 'max_count': 107, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'max_depth': 10}",model_20211019-061005-03ae8dfb25-f7de28fac9,model_20211019-061005-03ae8dfb25
104,"{'column_sample_by_tree': 1.0, 'max_depth': 12, 'min_child_weight': 31, 'l2_regularization': 1.0, 'tree_method': 'auto', 'max_count': 328, 'base_score': 0.5, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.06432221025679868}",model_20211019-061005-03ae8dfb25-69ecbeec04,model_20211019-061005-03ae8dfb25
105,"{'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_depth': 10, 'max_count': 334, 'l2_regularization': 1.0, 'base_score': 0.5, 'learn_rate': 0.057088900890214615, 'min_child_weight': 51, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0}",model_20211019-061005-03ae8dfb25-a083d6ef8f,model_20211019-061005-03ae8dfb25
106,"{'column_sample_by_level': 1.0, 'learn_rate': 0.06492523264325432, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'tree_method': 'auto', 'min_child_weight': 32, 'max_depth': 11, 'l2_regularization': 1.0, 'max_count': 144, 'base_score': 0.5}",model_20211019-061005-03ae8dfb25-9cdae7c467,model_20211019-061005-03ae8dfb25
107,"{'max_count': 307, 'learn_rate': 0.08954544844680938, 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 36, 'max_depth': 11, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20211019-061005-03ae8dfb25-57a785bfb0,model_20211019-061005-03ae8dfb25
108,"{'column_sample_by_level': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 10, 'base_score': 0.5, 'min_child_weight': 49, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_count': 245, 'learn_rate': 0.08032352316327818}",model_20211019-055846-bacbc606a4-2f761afa1d,model_20211019-055846-bacbc606a4
109,"{'learn_rate': 0.07024432683504475, 'l2_regularization': 1.0, 'max_count': 135, 'min_child_weight': 59, 'max_depth': 11, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)'}",model_20211019-055846-bacbc606a4-111ab73957,model_20211019-055846-bacbc606a4
110,"{'column_sample_by_tree': 1.0, 'max_depth': 11, 'subsample_ratio': 1.0, 'min_child_weight': 38, 'learn_rate': 0.05124767161551282, 'base_score': 0.5, 'max_count': 312, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'column_sample_by_level': 1.0}",model_20211019-055846-bacbc606a4-7f6b154c73,model_20211019-055846-bacbc606a4
111,"{'max_depth': 12, 'learn_rate': 0.09013972805420478, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'min_child_weight': 35, 'max_count': 172, 'base_score': 0.5}",model_20211019-055846-bacbc606a4-006f0a8b8c,model_20211019-055846-bacbc606a4
112,"{'tree_method': 'auto', 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_count': 386, 'min_child_weight': 68, 'max_depth': 11, 'column_sample_by_level': 1.0, 'learn_rate': 0.05800337160831408, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0}",model_20211019-055846-bacbc606a4-25856561fa,model_20211019-055846-bacbc606a4
113,"{'min_child_weight': 37, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.09970975884457918, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'max_count': 294, 'subsample_ratio': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'monotone_constraints': '(0)'}",model_20211019-055846-bacbc606a4-cc3af0e6cf,model_20211019-055846-bacbc606a4
114,"{'column_sample_by_tree': 1.0, 'min_child_weight': 59, 'tree_method': 'auto', 'max_depth': 12, 'learn_rate': 0.08755690110054852, 'base_score': 0.5, 'max_count': 173, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'loss': 'none'}",model_20211019-055846-bacbc606a4-05a82ec4c2,model_20211019-055846-bacbc606a4
115,"{'max_count': 102, 'monotone_constraints': '(0)', 'base_score': 0.5, 'max_depth': 12, 'min_child_weight': 33, 'subsample_ratio': 1.0, 'learn_rate': 0.08599892434967396, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0}",model_20211019-055846-bacbc606a4-13317d2942,model_20211019-055846-bacbc606a4
116,"{'l2_regularization': 1.0, 'min_child_weight': 37, 'learn_rate': 0.0788291549564962, 'max_depth': 11, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_count': 397, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'maxCategories': -2}",model_20211019-055227-b17360d3fd-dd8ae2c4e0,model_20211019-055227-b17360d3fd
117,"{'column_sample_by_tree': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'tree_method': 'auto', 'min_child_weight': 61, 'max_count': 255, 'column_sample_by_level': 1.0, 'learn_rate': 0.06594445199897277, 'max_depth': 12}",model_20211019-055227-b17360d3fd-310fa08238,model_20211019-055227-b17360d3fd
118,"{'min_child_weight': 38, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_count': 105, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'monotone_constraints': '(0)', 'base_score': 0.5, 'column_sample_by_level': 1.0, 'learn_rate': 0.09741312935397108}",model_20211019-055227-b17360d3fd-efdb98d655,model_20211019-055227-b17360d3fd
119,"{'max_depth': 10, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'learn_rate': 0.0510647567025836, 'max_count': 178, 'tree_method': 'auto', 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'min_child_weight': 51, 'l2_regularization': 1.0}",model_20211019-055227-b17360d3fd-912889d3b0,model_20211019-055227-b17360d3fd
120,"{'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_count': 305, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'learn_rate': 0.07125949400129795, 'tree_method': 'auto', 'min_child_weight': 70}",model_20211019-055227-b17360d3fd-842db6425a,model_20211019-055227-b17360d3fd
121,"{'subsample_ratio': 1.0, 'max_depth': 12, 'min_child_weight': 35, 'column_sample_by_tree': 1.0, 'learn_rate': 0.05221068396681153, 'column_sample_by_level': 1.0, 'max_count': 294, 'tree_method': 'auto', 'base_score': 0.5, 'monotone_constraints': '(0)', 'l2_regularization': 1.0}",model_20211019-055227-b17360d3fd-91d4cc40ee,model_20211019-055227-b17360d3fd
122,"{'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0, 'min_child_weight': 60, 'tree_method': 'auto', 'learn_rate': 0.07143025451542917, 'max_count': 192, 'base_score': 0.5}",model_20211019-055227-b17360d3fd-c5bac3c5bc,model_20211019-055227-b17360d3fd
123,"{'min_child_weight': 31, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'max_count': 242, 'l2_regularization': 1.0, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'learn_rate': 0.07383001405925627, 'base_score': 0.5, 'monotone_constraints': '(0)'}",model_20211019-044405-5ba64738a8-367f6c2e17,model_20211019-044405-5ba64738a8
